user_name,user_id,web,sex,time,play_time,score,comment,phone,huanle,dianzan,dianxia
南牟噢利耶,371702,https://www.taptap.com/user/371702,gender-empty,2017-11-11 07:55:15,,5,我就是给五星的人，自然是觉得游戏好才评五星。噢，还有一点则是，我不纠结价格，因为没有什么不合理的。啧啧啧……这些说是腾讯的锅的人，是真的调查过和对比过吗？他们手头上有真实的数据吗？还是信口开河，一时爽快？更有甚者“同意的点赞”？？？,iPhone 6s Plus,,1,
呃喵喵喵喵喵,10711119,https://www.taptap.com/user/10711119,gender-empty,2017-11-11 15:00:48,,4,缺点都在说，就不说了。光试玩的最后一关就很有趣。比如说最后的画图案可以画很多种，有两条通关线路什么的（一条是直接进去画图环节，一条中间还有一段母女分离的）。很多细节都很到位，比如母亲会回头看女儿，两人分离时女儿会跟着对面的母亲跑，母亲单独不进门，会在门前招手什么的。比起1感觉更朴素了。,,,,
酱油大神,8300735,https://www.taptap.com/user/8300735,male,2017-11-10 00:05:01,,4,注:下文中1指《纪念碑谷》，2指《纪念碑谷2》（本文偏向于一二两部游戏比较）这游戏出的第二天就剁手买了。相信来买游戏的都是玩过1的老司机 ，当然我也不例外。以下是我对2的个人见解1.游戏整体画面得到了大幅度的提升，音乐、翻译都变得更加棒。也就是说，视觉冲击力和听觉冲击力很大。这应该是这一部游戏比较大的卖点。2.剧情2的剧情还是很棒的，毕竟是两个人物的发展线。但是相比1来说，剧情并不再是那么诱人了。记得当时玩1的时候，图腾被海冲走那一章节，虽然没有任何配音，但一股悲伤感油然而生。但玩2，我两天就通关了，对于剧情也没什么特别深的印象，最深的估计是港口送别一章吧。（可能算是体会到了某种要独立要成长的感觉?）3.玩法这个让我挺失望的，2的玩法跟1大同小异。无异就是转各种东西。图腾也出现过，但是感觉就是换了个颜色一样，跟1的操作都差不多的（除了图腾上长了个门）也许是这个游戏独有的特点，玩法只能到达这个地步，但是自己作为玩家来说，还是希望设计师能设计出更棒的玩法来吸引我的眼球。4.难度真的，太简单了！可能是玩过1的缘故，很多操作一看就懂。就算是没玩过1的人，前几关入门一下后面照样能通关。如果是追求难度的话，建议别买2，1才是最棒的选择（1真的很烧脑）。反正说那么多，2的难度同样也是让我失望的。5.耐玩度我真的不想说啥了，我作为一名十点钟放学回家的高中生，就晚上那么一点点时间，三天就把游戏玩完了。不知道那些时间比较充足的人玩这个游戏，不是用不到一个下午就搞定了?耐玩度低的原因一是上面的难度问题，二是章节里面的小地图貌似比1少了很多，而且有些章节特别水，比如《港口》一章，女主将我们的“小红帽”送到船上后这一章节就结束了，一分钟都要不到的。不知道是出于剧情需要的缘故还是什么，按照我的观点来看的话，这不就是明目张胆地占用剧情嘛！总结:总的来说，2让我感受到了很棒的视觉效果以及音乐体验。但是作为一个游戏来说， 这些远远不够的。我建议:不论是初次听说这个游戏的玩家还是已经玩过1还没有下手的玩家，购买时请三思。除非自己真的很想享受画面的话，买买也无妨。而且，再建议初次听说这一系列游戏的玩家，好好去琢磨1吧，虽然现在到处都在宣传2，但已经不能成为经典了。玩了1，这个游戏的精髓被我深刻地体会到。玩了2，还是只想说，1做的真好,华为荣耀8,,2,
机智的我FFF,7266295,https://www.taptap.com/user/7266295,gender-empty,2017-11-08 14:06:23,5分钟,5,满星没什么说的，画面风格延续第一代的小清新。简约的画风。几何错觉的脑洞不能再赞。第二部的主题看起来好像是“母女”？应该是吧，评论区没怎么看。自己感觉应该是的。星星旋转的设定很棒，每次都是觉得画的不完美。。良心手游。18元很值,OPPO R9s,,,
皮卡梦耶,2367110,https://www.taptap.com/user/2367110,female,2017-11-11 12:15:12,,5,这一作的画面和音效都做的很棒，有的人说这一作比较简单，而且更着重去表达亲情，其实我觉得每一个游戏每一作都是不同的，有可能第一作体现的是烧脑，这一作体现的是亲情，我觉得这一作真的很棒，制作组超级良心，不过还是希望加一点小彩蛋的好,华为 荣耀畅玩5A,,,
ㄟ(￣▽￣ㄟ)阿年,2959048,https://www.taptap.com/user/2959048,gender-empty,2017-11-10 12:02:11,,5,其实对比上一部，是打不了5星的，但是我舍不得，毕竟画面，音乐，动画都是一流的。没有超越前作，应该甩锅给策划，不知道是不是腾讯的策划，总之这个策划是不够的上一部的。我可以接受难度下降可以说是为了亲子互动一起玩巴拉巴拉我都能接受，唯一不能接受的是整个游戏的流畅感，关卡之间的衔接真的不行，从一个房间进入另一个房间的逻辑性，整个关卡的整体风格都不够上一部的严谨，灵性。亮点也有，比如说孩子到成人的变化，一些动画也很感人，花和光的那几关真的美哭了。不过整体质量确实有所下滑，不要再洗了，这一点是毋庸置疑的。,魅蓝Note 5,,,
john_,395075,https://www.taptap.com/user/395075,gender-empty,2017-11-11 11:33:18,,5,很不错的，里面的玩法用到了操控两个人，而且前期女儿(儿子)是会跟着母亲走的。就是这个点没做太难，启蒙吗？我觉得这种玩法难一点就好了。还有视觉方面的，那个跟随光而变化的树。给人感觉也很好。但是，还是不太23333但是不影响我给五星,vivo V3Max,,,
撩,8111719,https://www.taptap.com/user/8111719,female,2017-11-07 13:40:13,26分钟,5,总体来说还是很喜欢的，很久以前玩完一代后就非常期待 2，不算太失望吧，很快就通关了，难度很一般，第四章后开始收费，我用的qq钱包是17元，价格是有点偏贵，但是纪念碑谷的部落有一个网页活动只要关注部落后，再通完第十关便可以兑换一个qq超级会员，等于是17元买了个会员我还是非常可以接受的，赞赞赞👏,vivo Xplay 6,1,3,
孛儿只斤佺,68129,https://www.taptap.com/user/68129,male,2017-11-10 11:00:32,,5,发表一下自己的看法再玩完纪念碑谷1之后就开始期待2了，那时还没有艾达梦境这些番外的关卡，一步一步的跟着游戏的更新，一直玩到现在，看到很多评论都在讨论游戏难度的问题，基本都说的是难度低了，或是多少时间就通关，就我个人感觉而言，这游戏真正吸引我的是各种视觉错觉和整体色彩的搭配，对于难度我只想说，毕竟大家已经玩过1的那么多关卡了，很多的套路都是很了解了，玩起来感觉没什么难度也很正常啊，而且再2里面也不是没有创新，比如灰色那一关，就算是个色彩视觉差的创新，还有树能随着光线变大变小，这也是创新啊，一个游戏重要的是创新，能让玩家感觉游戏多了很多元素，能让玩家眼前一亮，就算是很成功的了，一味地增加难度，能过还好，不能过又有人要喷游戏游戏体验差，没创新，希望大家不要对这游戏太多的不满，当然意见要提，但不是无脑的提，我还期待着出3和4或是更多呢。（ps：个人感觉，2做的是真的不错，不说完美，但是在画面方面真的惊艳到我了，小孩从树顶的花里出现的那一幕，真的是美哭我了，感觉自己的17块钱没有白花啊）,HUAWEI PIC-TL00,,,
手机用户8108379,8108379,https://www.taptap.com/user/8108379,gender-empty,2017-11-08 10:59:55,7分钟,4,个人觉得相比较一代流程有些短，很少有一代那种“哇，居然是这样的机关”的感觉了，很快就通关了，虽然画面还有音乐还是像以前一样精致，但是没有对比就没有伤害，如果这是一代的话我肯定给五星，扣一星希望关卡设计者以后可以设计出更有意思的关卡吧！,魅族_pro 6s,,,
浩阳,275975,https://www.taptap.com/user/275975,male,2017-11-07 10:43:04,2分钟,5,——（图文版）https://www.taptap.com/topic/1671007——毋须多做介绍，「纪念碑谷」早已是家喻户晓，在任何手游平台都能稳居Top的一代神作。在笔者眼中，碑谷能获得如此成就的核心原因是游戏和其中图形一样，变幻莫测，千人千面，给玩家感知到的不仅是视觉上的错位，还有共情般的错觉。.文科生倾心于唯美的画面和清新的意境中，理科生沉醉在不可能图形和几何悖论中，剧情控看到的是主角艾达的自我救赎，乐天派从中感受到充沛的正能量，而影视迷会注意到关卡制背后暗藏的非线性叙事手法。碑谷拨动着每一位玩家的不同心弦，每个人对这款游戏都是管中窥豹，但每一斑都足称精华。.续作「纪念碑谷2」完美地继承了前作的这种魅力，并被制作人添加和替换了不少新元素，最显而易见的就是第二部的“2”。本作将角色设定为双主角，叙事双线进行，甚至就连开发商「UsTwo」的名字都从字面和寓意两方面蕴含着“成双成对”的释义，可以说制作人从一开始就在抖机灵，让游戏设计和游戏辈分非常巧妙地契合到一起。.剧情上，本作属于前传性质，讲述前作主角艾达和母亲萝尔一同冒险的故事。与前作中艾达迷失后再完成自我救赎的“再认同”理念不同，本作的一条线关注于艾达“从零到一”的初次成长，即从未经世事的小女孩蜕变为能够勇往直前、独自冒险的勇敢少女的过程。在游戏开头，玩家只能操作萝尔，艾达还是一个只会屁颠屁颠跟在萝尔身后的小孩，如果玩家不小心将两人分开就会发现，艾达会下意识搜索一切可能回到母亲身边。到游戏中期，在和母亲历经了一系列探（游）险（园）后，艾达终于明白了自己的使命，于是同萝尔分别，乘舟前往彼岸开启了属于自己的冒险。从开始的天真，到短暂分离的胆怯，在到独自踏上旅程的果敢，最后和母亲一同完成使命，这是女儿艾达的成长路线，在玩家控制母亲-控制女儿-母女双控的操作变更中也有所体现。.而游戏的另一条线是母女二人的亲情线。在初期，女儿不愿离开母亲半步，当被迫短暂分别后，母亲会站在一旁时时关注着女儿的一举一动，短别重逢后二人会激动的相拥在一起，而在女儿远去后母亲会长伫不愿离去。这条线上母女情的设置和前一条线中有关个人反思的严肃和深沉形成对比，为游戏添上一层暖心、温馨的氛围，既切合第二部象征的“团圆”意象，又使游戏有了一分亲子向，与娃一同享受益智和娱乐并存的游戏，岂不美哉。.在玩法上，本作也有所创新。当然，主要工具还是滑块（站上仍可操作）、转盘（站上不可操作）以及四层大眼萌三类，而在操作理念方面，除了埃舍尔不可能图形带来的视觉错位，还有上下两层拆分嵌套的机关、光合作用变换大小的植物等等元素，玩法更为有趣丰富。.在这些玩法当中前述两条情感线自然演绎。正如笔者在另一回帖中所说，碑谷就像是游戏界的「星际穿越」。电影用深奥晦涩的理论外壳内包裹了一层爱的内核。游戏也类似，表面上是让人应接不暇的重重机关，眼见不为实的埃舍尔不可能图形，考验玩家的空间想象、几何理论以及解谜能力。内里重心却是讲述女儿与母亲之间那血浓于水的羁绊深情，以及女儿从怯弱小孩逐步蜕变成勇敢少女的成长历程。用现实无法解释的图形去构筑现实无法解释的情感，在超现实的故事背景下，这份情与理的交融极大升华了游戏内涵。.而在游戏中其他一些细节方面，也充斥着文艺和精致意味，彰显着艺术品气质。比如过关后美如画的绘制花纹的步骤。又或是游戏本身的文本设计，经典版、蔡康永版、饶雪漫版，每一版都有着独特的韵味。————总的来说，这是一部最能体现游戏艺术特征的作品，以理推进，以情感人，是一款足以列登所有必玩清单的游戏。,,2,13,2
林哥哥,5479822,https://www.taptap.com/user/5479822,gender-empty,2017-11-10 03:20:23,,4,章节结尾彩蛋一星（个人喜好(◔◡◔)感觉贼好玩！可以弄出好多好多个不同的图形*罒▽罒*游戏难度一星（比1的简单太多太多…难不成是因为我智商被1的提上去了？(=°ω°)ﾉ文本一星（为了看完这些文本，我玩了3次！_(:з」∠)_剧情一星（不多加评论，反正就是喜欢！(〃∇〃)关卡太少（好像1的也不是很多(๑´ㅂ`๑)），画质比1的有些许退步（个人感觉(๑• . •๑)或许是因为手机问题…某些关卡有点小小小BUG（这里我就不说明了，也许是程序猿在那个时候打了个盹(～﹃～)~zZ…所以扣一星<(￣3￣)>哼！（其实我就是心疼那18块⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄毕竟真的太简单了！！！完全没有点挑战性啊！！！突然感觉我智商有120了ヾ(●´∇｀●)ﾉ哇～总体来说还是非常棒的啦～真的超好玩的一个游戏，第一次为一个游戏评论(*/ω＼*),红米Note 4X,,1,
痴痴颠颠的二院病人,3392327,https://www.taptap.com/user/3392327,female,2017-11-10 10:23:14,,4,感动心灵的唯美旅程说起《纪念碑谷》，这可能是很多用户第一个（或者说第一批）付费购买的游戏，该作也是过去三年里被提次数最多的游戏——特别是在“手机上有什么绝对不能错过的游戏”等此类话题里。从设计风格上，《纪念碑谷2》和前作一致，依旧是那么简洁干净，典雅灵动，人物和建筑物依旧和前作相类似，符号化形象突出，建筑物则保留着窄长环廊、高尖圆顶和标志性的细条扬旗，只需要瞥一眼，你就知道这绝对是《纪念碑谷》，而不是别的什么游戏。虽然画面和音乐都带给我们十分熟悉的感觉，游戏玩法的核心也依旧是围绕着空间视错觉这点展开，但这决不意味着《纪念碑谷2》就是《纪念碑谷》的重复或者单纯的关卡增量版延续。《纪念碑谷》中的艾达公主是留给大家深刻印象的人物，说是一个人物，其实她不过是一个“符号形象”，却让我们代入了很多想象与情感。《纪念碑谷2》不再是艾达的故事，游戏的主角变成了一位叫做萝尔的女性和她心爱的女儿（老实说我觉得这个女儿好像艾达）。整个游戏开始于母亲与女儿的温馨拥抱，冒险也从一个人的冒险变成了两个人的冒险。,,,,
无烦,6541431,https://www.taptap.com/user/6541431,gender-empty,2017-11-11 10:05:37,,5,经常在tap怀疑自己我觉得很棒。纪念碑谷1是我上大学玩的第一款游戏，而后发现原来世界上还有如此精致的游戏。但说实话我一直不知道1在讲什么。2很棒，我能感觉到游戏里的那些气息，也能感受到属于母女的情愫。难度对我来说还蛮适宜的。本身是为了艺术品般的它来玩这个游戏 而不是为了解密。,OPPO R7s,,,
Narcissus,2394111,https://www.taptap.com/user/2394111,female,2017-11-10 02:29:56,,4,你不会知道万华镜有多好玩。18元解锁游戏内容，难度比一代容易，关卡数量不少但没有特别的新意。让我找到1代的感觉的是镜子那一关，但仅仅是开头……真正解谜的时候感觉和其他关卡一样平淡，不由想起一代惊艳到我的拆礼物那一关。剧情完成度感觉比一代要低，在我看来说是毫无表现力都不为过。登场角色除主角和巨像之外都没有特别的感觉（巨像还是因为一代），到最后甚至有种【咦原来NPC不是同一个人啊】的奇怪感觉。巨像的剧情也没有一代那么好……不如说就没有剧情。另外不是很懂女儿中途为什么要乘船离开，刻意制造离别循环吗……三个版本的翻译私以为风格差不了多少（押韵狂魔蔡康永），我试了三个版本的前两章最后饶雪漫懒得换了，结果有的地方总觉得有种言情小说的矫情出戏感2333333大约一个小时左右能通关，游戏内容算不上充实。美术比起一代梦幻了不少，个人还是蛮喜欢的，音乐姑且一代水平？感觉中规中矩。不能玩万华镜的关实在太多了，非常失落和愤怒，表示抗议。万华镜使我快乐，建议单独出一个游戏。,小米4c,,1,
速冻绞子,6569694,https://www.taptap.com/user/6569694,gender-empty,2017-11-11 09:09:32,,5,难度的确降低了一些（考虑是亲子游戏吧），但是音乐和画质还是无可挑剔的，居然还能选文本耶，很可以。不过为什么解锁价格比之前还贵了而且章节也少了，因为这个扣一星吧？可是的确看得出制作ojbk，也没有更多好创意吧（像评论里说的制作到了瓶颈吧）。总得来说感觉四星低了五星又高了，大概9分这样吧。。,HUAWEI TRT-AL00,,,
呉瀧岼,5449834,https://www.taptap.com/user/5449834,gender-empty,2017-11-08 08:10:19,16分钟,5,一晚上通关，因为第一代玩过，所以这代变简单了。多了些新设计，少了第一代有士兵守卫的刺激。希望之后会更新，像第一部还有dlc可以玩玩。脑洞大开，觉得奇特的是很多关的末尾有互动，用指尖不停画圈。也遇到最短的一关，一步就结束。（坐船那关）这部，开头大概讲第一部主角小时候，而后追逐母亲脚步，并与她相聚。总之，难度低了太多，希望还有后续。,OPPO R9sk,,,
、,4623359,https://www.taptap.com/user/4623359,gender-empty,2017-11-10 08:01:11,,5,"花了好多天，断断续续，玩完了这个游戏，来写个评论吧。成长与责任，这或许就是碑2想要告诉我们的故事。在游戏里，我们看着小女孩一步步长大，追随着母亲的脚步，最终站在纪念碑上完成了自己的责任的一幕幕，或许这就是我们每个人的人生。游戏有些小贵，18元，不过看到女儿在母亲后面蹦蹦跳跳，看到树上女儿长大成人，看到最后一关的开始母亲抱住女儿的瞬间，我便觉得这游戏很值得。看到很多评论说难度降低了许多，或许是吧，制作组为了让受众面更广做出了妥协，不过又如何呢，能在这样梦幻的场景里在梦幻的音乐下进行这样一场梦幻的成长之旅，我觉得已经十分满足。心安之处，即是归宿。。。。。。。华丽的分割线。。。。。。。以上是文青模式，下面是逗比 模式(﹁""﹁)进了游戏看到上面那个方块，点进去写的是18元畅玩全部关卡，我以为是和一里面那个艾达的梦还有海岸一样的附加关卡，然后开心的付了18元，结果他就没了。。。。。就没了。。。。。（摔）玩到图腾的第二关，感觉自己受到了图腾的降智打击，卡在那半个小时一心一意想让女儿踩在图腾上，就是忘了图腾肚子上有个门。。。。。女儿真可爱，想。。。。咳咳咳，我不是，我没有。。。话说回来，两个翻译有什么不同吗，还没玩蔡康永的所以不知道，额。。。。拿翻译骗你玩二周目？现在的厂商都出了这种骚操作？不愧是腾讯爸爸。。。最后，我不信在通关的时候画那个图案画了半小时的就我一个|･ω･｀)推荐推荐，好游戏",华为 P10 青春版,,,
TK,4108544,https://www.taptap.com/user/4108544,gender-empty,2017-11-07 10:01:12,19分钟,5,emmmm咋说呢，五星给的是情怀，就迷宫方面来说还是一代的那些套路，显得有些单调，而且18元比起12元的艾希，在游戏内容上来说，这个价格也是有点小贵了，不过画面依然精美，这个没得说。_不过感觉不会入手三代，如果收费还是这个价格的话_(:з)∠)_毕竟如果只是为了情怀不如18元买杯奶茶重温一遍一代╮( •́ω•̀ )╭,三星 Galaxy Note5,1,3,
桃子糖,6491312,https://www.taptap.com/user/6491312,female,2017-11-06 23:12:09,1小时10分钟,5,不枉我等了安卓这么久，还是一如既往的棒棒哒。钱什么的不是问题，18块钱顶多一顿饭，买个喜欢的游戏又有什么关系？制作方有钱挣才能继续有好游戏出嘛，没有白嫖还理直气壮的道理。至于代理，怎么说呢，虽然我也鄙视企鹅圈钱跟抄袭一些污点，但作为玩过奇暖跟es的，还是觉得腾讯一般不会自砸招牌，他一般代理游戏基本都为了能赚钱，所以对于游戏的认真态度和玩家需求感觉一直以来都还是很重视的。当然这一切都是因为他想制造游戏粘性多从玩家口袋里掏钱……但总比网易那种富二代玩票般的代理强多了。好吧，有点跑题了言归正传，这次游戏我感觉最大的问题是居然有三个汉化版本，这简直逼死选择困难症患者有木有！简直人干事，哭唧唧，看来我只能玩个三遍了【不】,小米5S Plus,,11,10
小青豆www,3735092,https://www.taptap.com/user/3735092,gender-empty,2017-11-07 21:04:58,16分钟,5,免费关打完了…但是并不是很想继续玩。大概是本来就对亲子不太感兴趣吧…游戏也是真的比不上1了。画面亮度比较瞎眼(为什么我看图上都没那么亮啊?！)，路什么的做的更好看了但总觉得没有感觉…。特效和配色也是不如1。没什么细节的感觉。情怀五星…后面的买不买得考虑一下。,三星 Galaxy A5,,1,
莫玖轻,7377205,https://www.taptap.com/user/7377205,female,2017-11-07 18:28:38,1小时37分钟,5,不得不说碑谷2真不会挑时间出，早不出晚不出偏偏考试周出。于是考试前的两天，我愣是放下书本抽空玩完了它。完了，会不会不及格啊？不知究竟是碑谷2容易了，还是我被碑谷1虐过了，面对新的碑谷，我再没卡关卡得死去活来这让我这个抖抖抖抖……M，很是不♂满♂足啊。鉴于此，我要打四星！但是我改主意了，五星。那一星是为了什么？剧情。那么一点点打动我的剧情。首先是第三章，那时候我刚发现最后的星星是自己随便画的，于是兴致勃勃得跑去又画了一遍第三章。但是……第一次玩第三章时，我很恶意地，把母女两人一路分开。一路平安无事；第二次的时候，我赶着画星星，于是没分开走。然后，路塌了！啊啊啊啊吓死我了！！我差点以为我这关GG了啊啊啊啊！然后，哦，原来这才是真·路线吗……通关以后写评时，我才仔细想了这个地方。母女分开走的时候，路没塌；一起走的时候，路塌了。母亲一直在保护女儿，可是总有意外，总有她护不住的时候。总是要让孩子自己成长的。第二个打动我的地方是最后一章。不知大家有没有注意到，有两回母女两人进一扇门，总是女儿快母亲那么一步。虽然是路短的缘故，到这是不是也在隐喻“母亲老了，换成女儿保护母亲了”呢？或许有别的理解，我想说的理解也不是这个，但我描述不出来。那种女儿比母亲快了，厉害了的感受。也就是这里，让我升起了写长评的想法。但是到了后来，有那么一幅图，罗丽走在女儿前面。大概是还是想替女儿遮挡风雨吧，即便自己老了，不如女儿了，也还是想做些什么。还有便是最后一图，召唤出星星的再也不是母亲，而是女儿；母亲在下面，看着女儿。女承母业。女儿是真的独当一面了。责任的担子，从罗丽的母亲肩上卸下，到了罗丽身上；又从罗丽身上卸下，到了她的女儿身上。代代相传。不会写结束语，便以“以上”所替。以上。,华为畅玩4X,,,2
永恒的昼夜,2554420,https://www.taptap.com/user/2554420,gender-empty,2017-11-10 02:28:49,,5,冲着这个剧情，我给五分，难度简单，上手速度快，适合休闲时慢慢感受剧情，如果是为了通关而通关，说实话对于这部而言并没有什么太大的意义。相较于第一部而言，这一部故事以及设定温馨单纯了不少，如果说第一部是一趟救赎的旅程，那这一部就是一场沟通的桥梁。可能对于年轻人而言，这已经没有了挑战的爽快感，更多的是属于那种好奇女儿呢？妈妈在干什么？唉？女儿原来一个人也可以啊？大概就是这种感觉吧。而且……我觉得这一部在色彩上更加大胆了一些。应该，更适合小孩子玩吧。就这样~顺带一提，阳光，树，成长的设定相当不错啊……花开，少女成长，也终于开出了跟妈妈一样的花。但毕竟还是女儿，最后一关时没有路女儿还是会跟着母亲跑呢~还是希望别在找代理了，腾讯加入后异样感太强了。,vivo X7,,,
°孙萌萌,3255739,https://www.taptap.com/user/3255739,gender-empty,2017-11-10 12:16:05,,4,昨天玩了1之后觉得上瘾，纠结要不要花钱买2，最后男朋友给我买了。怎么说，玩了1之后各种套路都已经熟悉，所以觉得难度不会特别大。一个半小时通关，剧情也挺好。但是关卡数太少，比起1来，18块钱14关有点不值。但是游戏是真好玩。,OPPO R9s,,2,
看什么没网名,5919397,https://www.taptap.com/user/5919397,gender-empty,2017-11-09 21:12:25,,5,其实吧，这游戏很好，但是被腾讯代理了对我来说还是有点失望。但是我看到评论区骂腾讯的其实我就很想说，你们不就是嘴里吃着这个东西说这个不好吃。很可笑懂我意思吧？用着腾讯的东西骂腾讯，说起来可笑，我离不开腾讯的东西所以我不骂他，我也不知道骂腾讯的人是什么心态，你们也可以说我的智商可能有问题。个人观点，轻喷,小米手机4,,4,
Kokky,525348,https://www.taptap.com/user/525348,male,2017-11-07 16:21:57,,5,出于对这个游戏的感情果断买了，说说游戏体验吧，难度确实下降很大能看到很多1里面熟悉的玩法，但是在故事情节以及细节上做的越来越好有很多令人感动的点，她带着女儿冒险她的历程，女儿越长越大继承母亲的坚韧成为下一个艾达。图腾不论经过怎么的毁灭还是依然陪伴着艾达，不得不说图腾的出现才是游戏的开始。后面光合作用的树与每章结尾自己创造图案，这些新颖的点我都很喜欢。只要喜欢没有买了后不后悔什么的，大家放心玩(｡･ω･)ﾉﾞ 。希望纪念碑谷以后做得更好，加油,魅族 M3,,8,
Sakura丨风停了丶,7700531,https://www.taptap.com/user/7700531,male,2017-11-10 18:33:46,,5,很棒，第一部，遗忘之滨，艾达的梦还有2都通关了，游戏难度不大的，熟悉的人一下就可以通关，第二部相比于第一部的风格感觉更加温暖。很有意思，不过毕竟众口难调，有的人喜欢有的人不喜欢也是正常。至于什么游戏内容不充实以及关卡太少的，第二部的关卡好像并不少，而且我觉得可能会像第一部一样再出续章之类的。不管如何，纪念碑谷带给我的除了美的享受，还有一定的教育意义，很棒！,一加手机5,,1,
甜蜜的风丷恋洺,15844766,https://www.taptap.com/user/15844766,female,2017-11-11 01:31:45,,5,-本人目前也只玩了几关，在这里说一下吧-玩过的一代和二代的肯定发现二代的每个关卡的时间都变长了，可感觉有点简单的感觉，游戏好像变简单了???不知道你们怎么觉得.-画面依旧还是很精致的，现在还有一些动作细节简直了，还有就是背景音乐也是很好听的，推荐玩的时候可以开大声一些.-而且感觉这代的剧情还是不错的，自我感觉目前唯一的缺点就是难度有些下降，而且价格…嗯.-以上为自己的游戏体验.,vivo Y35A,1,,
天问道,2037800,https://www.taptap.com/user/2037800,gender-empty,2017-11-08 01:00:28,8分钟,4,对于游戏来说确实是佳作，听到熟悉的音乐风格和画面，讲的还是温馨的故事，让人沉浸在幽邃，神秘但又不失温暖的氛围里，但是，我并没有购买完整版，不是我不支持正版，而是觉得有点说不来，其实最开始看到腾讯代理的时候心里就不踏实，毕竟老马的德行大伙基本都知道，而且这次很多个翻译版本让我很不知所措，因为我根本就不了解这两位提供不同翻译的老师，这可能也是我比较抵触购买的原因吧,华为麦芒5,,,
Ee nauy,9346895,https://www.taptap.com/user/9346895,gender-empty,2017-11-10 17:21:35,,5,整体感觉很好！画风比第一代更加唯美，也从多种图形前进，很有艺术感。让我觉得最有趣的是第二关最后一个地方，玩家可以自己手动画出图形，很好玩，让我情不自禁的又玩了一次试了试画。缺点也有，画风很好，故事也很好，可是整体难度下降了........,魅族MX6,,1,
一叶之秋,12352987,https://www.taptap.com/user/12352987,gender-empty,2017-11-10 00:30:14,,5,不是很懂为什么tap上混进来那么多跟风无脑黑，买断制游戏收费也是要被喷的吗？竟然还有人说玩1的时候免费所以2是因为腾讯代理所以收费？玩盗版能不能别这么理直气壮啊，纪念碑谷除了限免的时候都是要付费的好不，我认为taper都应该是正版的支持者，以盗版为荣还嘲笑别人玩付费游戏的趁早出门左转吧／／／／／／／／／总体来说2相对于1难度有一些降低，又没有了1刚刚出现时的惊艳，所以主观上没有很多的新鲜感，不过作为正统续作，游戏素质还是很不错的，好评,三星 Galaxy S7 edge,,,
盗玖狐,7394398,https://www.taptap.com/user/7394398,gender-empty,2017-11-10 17:04:27,,5,真的，不知道你们是骂腾讯也好，说变简单了没有可玩性了也好，有一些片段，像妈妈和孩子分开前的回望，两人的拥抱，妈妈小时的的回忆，终于长大的孩子，还有最后的，停留在半路，没有跟着孩子走到最后的妈妈，真的让我哭死……,Xiaomi MI 5X,,1,
della,5809269,https://www.taptap.com/user/5809269,female,2017-11-07 16:35:17,30分钟,5,不是说2比1差，不是差。游戏可玩性还可以，难度下降好多，但是考虑不同年龄。实际上真的是5星给情怀，你要说画面好看是好看，可是TapTap上好看的游戏也不少。emmm就打完了免费的，也就十几分钟，就，还成吧，不知道后面不说啥。18元真的贵了，感觉8-12差不多，就酱。,华为Mate 7 高配版,,1,
TyPhonF,495151,https://www.taptap.com/user/495151,gender-empty,2017-11-10 16:33:59,,5,可能是因为玩过1的原因，觉得2没什么难度（这就是传说中的老油条嘛(•̀ᴗ•́)）而且整体玩下来，觉得与1有很大差距，内容少了，价钱贵了。剧情结构也感觉比较缺失，没1的好。当然，我并不是说2怎么怎么样...不能否认，2依旧是一款质量很好的游戏作品。只是，对于我而言，2并没有超越1，没有到达心中期待的高度。敬纪念碑谷！！！╰(*´︶`*)╯,小米5S,,1,
萌七,354814,https://www.taptap.com/user/354814,female,2017-11-07 06:50:56,,5,这不是一次游戏是一次心灵的启迪朽骨在此相迎山谷依然，只为静候新生萝尔，你看孩子追随母亲的脚步如使命传承般流转不息成长之快，爱意之切是不安，亦或是喜悦面对生命进程我们不乏勇气而是放手的决心你看，他做得很好！顺逆相随，让他羽翼自丰孤勇之后，世界尽在眼前而你，同样有更多探索世事变幻，但时间从不作答生命相承殊途同归你，也将继续完成属于自己的旅程在我们不断向前的途中不要忘了我们为何出发使命 轮回初心 永恒丰碑未竟仍在你手幽幽山谷流长披风静谧而待感谢她的教导你将拥有更不可预期的未来前途艰难，但谨记，你并不孤独你的成长有目共睹敬请期待下次旅程灵魂不息，使命必达静候你的归来——语录《纪念碑谷2》,小米 6,,9,
我R。,1366567,https://www.taptap.com/user/1366567,male,2017-11-09 23:35:07,,4,纪念碑古  我认为的神作。每一个故事，每一句台词感觉都有种内涵，配上洁净的多边风格，让我在一代的时候就深陷其中。二代出来，今天中午下载的，我崩坏3一元包都舍不得买，就纪念碑古2，一看价格加打折就买了  17.1块。。结果  我甚至觉得它只值七块，而且还是一代给它加的buff……最主要的就是难度，太简单了，完全没有一代那种坐床边啃一小时手指头的感觉，中午玩了一会，现在又玩到第十章了，舍不得玩了，，怕再玩一会就该卸载游戏了……哎，我说点什么好，如果再有一次机会，我希望它永远不要推出，至少能让我对二有一点期待,IUNI U3,,,
